state_ticker,state_order,state_day_start,state_day_end,state_open,state_stop_loss,state_close_estimate,state_max_r,state_MA_r,state_RSI_r,last_r,state_chain
MRK,1,2022-11-09 14:55:00,2022-11-09 19:50:00,102.024,101.814,,7.5047619047615886,0.8857142857142181,,0.8857142857142181,"[1.5999999999999324, 3.1238095238094337, 3.5523809523807945, 2.3142857142856466, 3.4095238095236517, 3.933333333333153, 3.83809523809508, 4.457142857142654, 4.2666666666665085, 4.123809523809366, 4.7428571428569395, 4.457142857142654, 3.5523809523807945, 4.885714285714083, 5.933333333333085, 6.838095238094945, 7.219047619047371, 7.076190476190228, 6.409523809523584, 6.69523809523787, 6.838095238094945, 6.933333333333085, 7.5047619047615886, 7.314285714285443, 6.838095238094945, 5.838095238095012, 5.7904761904759425, 5.219047619047439, 6.028571428571226, 5.7428571428569395, 5.69523809523787, 6.028571428571226, 5.266666666666441, 5.076190476190296, 4.933333333333153, 4.933333333333153, 5.7904761904759425, 4.980952380952155, 4.599999999999797, 4.7428571428569395, 4.2666666666665085, 3.933333333333153, 4.0285714285712935, 3.2190476190475064, 3.6476190476189347, 3.5523809523807945, 3.361904761904649, 2.8857142857141502, 2.980952380952291, 2.2190476190475064, 3.0761904761903636, 3.028571428571293, 2.8857142857141502, 2.3142857142856466, 2.8857142857141502, 2.4095238095237193, 2.1714285714285038, 1.7904761904761453, 1.552380952380862, 0.8857142857142181]"
MRK,1,2022-11-16 14:55:00,2022-11-16 15:00:00,99.946,99.65599999999999,,-0.572413793103425,,,-0.882758620689637,"[-0.572413793103425, -0.882758620689637]"
MRK,2,2022-11-16 19:35:00,2022-11-16 19:55:00,99.898,100.028,,0.9846153846153123,,,-1,"[0.9846153846153123, 0.75384615384609, 0.5230769230768676, -0.24615384615391006, -1.323076923076802]"
MRK,1,2022-11-25 15:30:00,2022-11-25 15:40:00,107.268,107.076,,-0.45833333333328397,,,-0.979166666666642,"[-0.770833333333284, -0.45833333333328397, -0.979166666666642]"
MRK,1,2022-11-29 18:25:00,2022-11-29 18:55:00,108.816,108.592,,0.24107142857143368,,,-1,"[0.10714285714285941, -0.42857142857143765, -0.07142857142859409, 0.24107142857143368, -0.11607142857140988, -0.6964285714285862, -1.276785714285699]"
MRK,1,2022-11-18 20:15:00,2022-11-30 15:20:00,104.086,103.946,,34.67142857142842,25.957142857142752,33.52857142857131,25.957142857142752,"[-0.6857142857143089, -0.25714285714286583, 1.1714285714285773, 0.7428571428571341, 1.3142857142856912, 1.8142857142857418, 3.885714285714248, 3.314285714285691, 1.7428571428571342, 3.457142857142805, 5.314285714285691, 5.242857142857083, 6.171428571428577, 5.457142857142805, 4.9571428571428555, 6.671428571428526, 6.671428571428526, 6.028571428571463, 7.60000000000002, 7.314285714285691, 7.457142857142805, 7.742857142857134, 7.671428571428526, 6.5285714285714125, 6.742857142857134, 6.242857142857083, 6.742857142857134, 5.9571428571428555, 5.742857142857134, 6.60000000000002, 7.028571428571362, 7.314285714285691, 7.3857142857142986, 7.171428571428577, 7.60000000000002, 8.885714285714249, 8.242857142857083, 8.957142857142856, 9.600000000000021, 10.171428571428578, 9.528571428571412, 9.09999999999997, 9.385714285714299, 9.600000000000021, 9.457142857142806, 9.600000000000021, 10.09999999999997, 10.171428571428578, 10.242857142857083, 10.599999999999918, 10.171428571428578, 9.81428571428564, 10.314285714285692, 10.09999999999997, 10.885714285714249, 11.457142857142806, 11.242857142857083, 11.81428571428564, 11.671428571428526, 11.885714285714249, 11.528571428571412, 12.028571428571363, 12.314285714285692, 11.81428571428564, 11.171428571428578, 11.671428571428526, 11.028571428571363, 10.885714285714249, 11.09999999999997, 11.385714285714299, 11.742857142857135, 12.242857142857083, 12.242857142857083, 11.599999999999918, 11.385714285714299, 11.171428571428578, 10.671428571428526, 10.742857142857135, 10.528571428571412, 18.885714285714247, 19.314285714285692, 19.59999999999992, 19.02857142857136, 17.528571428571414, 17.671428571428528, 18.457142857142806, 17.09999999999997, 18.09999999999997, 18.457142857142806, 19.242857142857083, 19.242857142857083, 19.81428571428564, 20.09999999999997, 20.02857142857136, 20.171428571428475, 20.671428571428528, 20.957142857142752, 20.02857142857136, 20.457142857142806, 20.457142857142806, 20.742857142857034, 19.957142857142752, 19.242857142857083, 19.52857142857131, 19.957142857142752, 19.59999999999992, 19.671428571428528, 19.385714285714197, 18.457142857142806, 18.385714285714197, 17.385714285714197, 18.242857142857083, 17.885714285714247, 17.81428571428564, 18.385714285714197, 18.671428571428528, 17.59999999999992, 17.671428571428528, 17.885714285714247, 17.457142857142806, 17.742857142857034, 18.59999999999992, 18.242857142857083, 17.81428571428564, 17.885714285714247, 17.885714285714247, 18.314285714285692, 19.171428571428475, 19.242857142857083, 18.59999999999992, 18.171428571428475, 18.528571428571414, 18.457142857142806, 18.885714285714247, 19.385714285714197, 20.02857142857136, 20.457142857142806, 20.02857142857136, 19.171428571428475, 18.385714285714197, 19.171428571428475, 18.742857142857034, 18.457142857142806, 19.314285714285692, 19.02857142857136, 19.171428571428475, 17.457142857142806, 18.385714285714197, 17.885714285714247, 17.59999999999992, 17.59999999999992, 17.314285714285692, 19.742857142857034, 19.81428571428564, 19.242857142857083, 19.09999999999997, 18.457142857142806, 17.59999999999992, 17.385714285714197, 17.671428571428528, 17.171428571428475, 16.59999999999992, 16.385714285714197, 16.957142857142752, 17.59999999999992, 17.957142857142752, 16.59999999999992, 16.314285714285692, 16.171428571428475, 16.957142857142752, 17.742857142857034, 18.59999999999992, 19.09999999999997, 19.385714285714197, 18.528571428571414, 17.59999999999992, 17.09999999999997, 17.885714285714247, 17.59999999999992, 18.742857142857034, 18.171428571428475, 18.02857142857136, 18.09999999999997, 18.59999999999992, 18.742857142857034, 19.385714285714197, 19.09999999999997, 19.742857142857034, 19.742857142857034, 19.457142857142806, 19.457142857142806, 19.314285714285692, 20.09999999999997, 20.385714285714197, 20.09999999999997, 19.957142857142752, 19.885714285714247, 19.59999999999992, 19.242857142857083, 19.09999999999997, 18.957142857142752, 18.885714285714247, 18.742857142857034, 18.528571428571414, 19.81428571428564, 19.457142857142806, 18.885714285714247, 18.457142857142806, 19.09999999999997, 18.885714285714247, 17.81428571428564, 17.457142857142806, 17.385714285714197, 18.02857142857136, 17.957142857142752, 18.59999999999992, 18.957142857142752, 19.242857142857083, 19.171428571428475, 19.242857142857083, 19.02857142857136, 18.671428571428528, 18.09999999999997, 18.314285714285692, 18.314285714285692, 21.02857142857136, 20.242857142857083, 20.457142857142806, 21.242857142857083, 21.52857142857131, 22.02857142857136, 22.242857142857083, 22.385714285714197, 23.242857142857083, 23.171428571428475, 21.671428571428528, 22.09999999999997, 21.385714285714197, 21.52857142857131, 21.957142857142752, 21.31428571428559, 21.171428571428475, 21.171428571428475, 21.31428571428559, 21.59999999999992, 22.31428571428559, 23.02857142857136, 23.02857142857136, 23.171428571428475, 22.671428571428528, 22.457142857142806, 23.099999999999866, 22.171428571428475, 22.31428571428559, 21.671428571428528, 21.885714285714247, 22.09999999999997, 21.242857142857083, 21.671428571428528, 21.957142857142752, 21.885714285714247, 21.81428571428564, 22.09999999999997, 22.671428571428528, 24.02857142857136, 28.31428571428559, 29.81428571428564, 30.957142857142752, 29.671428571428425, 29.671428571428425, 29.957142857142752, 31.385714285714197, 32.599999999999916, 32.599999999999916, 32.67142857142842, 32.242857142856984, 32.17142857142848, 33.52857142857131, 33.81428571428554, 33.52857142857131, 32.885714285714144, 32.385714285714194, 32.457142857142706, 31.742857142857034, 32.02857142857126, 31.957142857142752, 32.67142857142842, 32.599999999999916, 32.17142857142848, 32.02857142857126, 31.81428571428564, 32.457142857142706, 31.81428571428564, 31.742857142857034, 32.02857142857126, 31.385714285714197, 31.885714285714148, 32.17142857142848, 32.02857142857126, 31.885714285714148, 32.457142857142706, 32.02857142857126, 31.59999999999992, 30.24285714285698, 30.52857142857131, 30.52857142857131, 30.957142857142752, 31.59999999999992, 31.671428571428425, 31.24285714285698, 30.81428571428564, 30.957142857142752, 30.885714285714148, 31.171428571428475, 31.31428571428559, 30.957142857142752, 30.099999999999866, 29.81428571428564, 30.52857142857131, 30.385714285714197, 30.385714285714197, 30.02857142857136, 29.52857142857131, 29.171428571428475, 29.59999999999992, 29.671428571428425, 29.02857142857136, 28.742857142857034, 28.742857142857034, 28.52857142857131, 28.885714285714148, 29.242857142857083, 28.742857142857034, 29.52857142857131, 29.59999999999992, 31.52857142857131, 29.957142857142752, 30.099999999999866, 28.885714285714148, 29.885714285714148, 25.671428571428528, 27.671428571428425, 30.171428571428475, 31.52857142857131, 33.02857142857126, 31.457142857142703, 29.457142857142703, 31.02857142857136, 31.31428571428559, 31.099999999999866, 31.31428571428559, 31.957142857142752, 30.02857142857136, 29.957142857142752, 31.457142857142703, 31.671428571428425, 30.957142857142752, 29.457142857142703, 29.099999999999866, 28.385714285714197, 30.24285714285698, 29.59999999999992, 28.171428571428475, 29.81428571428564, 30.02857142857136, 29.31428571428559, 28.957142857142752, 29.171428571428475, 29.52857142857131, 30.24285714285698, 29.671428571428425, 30.457142857142703, 29.671428571428425, 30.81428571428564, 30.957142857142752, 31.31428571428559, 31.31428571428559, 31.957142857142752, 32.099999999999866, 32.385714285714194, 33.02857142857126, 33.385714285714194, 34.385714285714194, 33.957142857142756, 33.099999999999866, 33.67142857142842, 34.17142857142848, 33.599999999999916, 32.67142857142842, 31.742857142857034, 33.17142857142848, 32.957142857142756, 32.52857142857131, 32.885714285714144, 32.67142857142842, 32.099999999999866, 32.31428571428559, 32.31428571428559, 32.599999999999916, 32.457142857142706, 32.599999999999916, 33.02857142857126, 33.17142857142848, 33.599999999999916, 34.099999999999866, 33.885714285714144, 33.81428571428554, 33.599999999999916, 34.67142857142842, 33.885714285714144, 34.67142857142842, 27.59999999999992, 30.31428571428559, 31.24285714285698, 29.671428571428425, 27.81428571428564, 28.671428571428425, 27.671428571428425, 26.957142857142752, 25.957142857142752]"
GILD,1,2022-11-08 19:25:00,2022-11-08 19:30:00,81.694,81.43400000000001,,-0.9000000000000656,-0.9000000000000656,,-0.9384615384615704,"[-0.9000000000000656, -0.9384615384615704]"
GILD,1,2022-11-10 20:25:00,2022-11-11 14:40:00,82.324,82.11399999999999,,1.1238095238095012,-8.161904761904447,,-1,"[0.5047619047619273, 0.45714285714285713, 0.12380952380950125, 1.1238095238095012, -8.161904761904447]"
GILD,2,2022-11-15 19:10:00,2022-11-15 19:55:00,82.598,82.928,,0.14545454545455172,,,-1,"[0.11515151515150576, 0.11515151515150576, -0.24848484848487354, -0.0969696969696868, 0.14545454545455172, -0.18787878787878162, -0.46060606060606607, -0.3090909090909224, -0.7939393939393994, -1.1272727272727328]"
GILD,2,2022-11-16 16:35:00,2022-11-16 17:25:00,82.55799999999999,82.73799999999999,,0.09999999999992895,,,-0.7333333333333912,"[0.09999999999992895, -0.5666666666667114, -0.17777777777784445, -0.06666666666667193, -0.7333333333333912, -0.45555555555561783, -0.45555555555561783, -0.23333333333335177, -0.17777777777784445, -0.9555555555556573, -0.7333333333333912]"
